Remark=,"""17:41:07 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,17:57:09,wheat,1,1077.000128,0,-3.556809625,-0.001373933,-4108.025671,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.157251583,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012631313,0.9095664,21.38203812,2,4.644859791,1,9.289719582,20.72531319,21.38203812,20.02567863,0.935722232,3.310741425,16.29295158,16.28465462,67.10852814,67.07304382,299.5219116,2.539518356,9.037789345,101.0503464,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497609558,-1.26313E-05,294.5320381,293.8753132,0.406322928,-0.023881317,2.55513639,25.28577567,9.001121053,21.05367565,2.504176783,-0.001374136,1.64556999,0.858606793,-0.000858817,-415.117417,-1240.817432,63.64144659,3.827623872,-0.591386503,0,2.20938097,0,#DIV/0!,#DIV/0!
458,17:57:11,wheat,1,1078.500128,0,-3.471862795,-0.001444585,-3813.597843,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.121069994,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.013281776,0.909622587,21.38241386,2,4.644859791,1,9.289719582,20.72580147,21.38241386,20.0253334,0.931962788,3.250257254,16.29340744,16.28468323,67.10738373,67.07092285,299.5224304,2.534383774,9.043002129,101.0503311,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497612152,-1.32818E-05,294.5324139,293.8758015,0.405501395,-0.023770125,2.555195219,25.28636167,9.001678443,21.05410767,2.50424324,-0.001444809,1.645572632,0.858670607,-0.000902986,-385.3653248,-1173.321847,63.63974976,3.754795064,-0.588443512,0,2.204913883,0,#DIV/0!,#DIV/0!
459,17:57:12,wheat,1,1079.500128,0,-3.403572665,-0.001412003,-3824.917351,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.089799662,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012982745,0.909662175,21.38272667,2,4.644859791,1,9.289719582,20.72617531,21.38272667,20.02488136,0.930724621,3.203409195,16.29330635,16.28477859,67.10514832,67.06919861,299.5236816,2.535078049,9.042938232,101.0503159,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497618408,-1.29827E-05,294.5327267,293.8761753,0.405612479,-0.023817676,2.555244195,25.28685016,9.002071562,21.05445099,2.504296054,-0.001412218,1.645582021,0.858714033,-0.000882617,-386.5091064,-1194.014601,63.63898098,3.698022951,-0.585718096,0,2.205517902,0,#DIV/0!,#DIV/0!
460,17:57:13,wheat,1,1081.000128,0,-3.353900465,-0.001367392,-3892.166648,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.06426671,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012573353,0.909723205,21.38307953,2,4.644859791,1,9.289719582,20.72654533,21.38307953,20.0245018,0.928581953,3.16809082,16.29298019,16.28472137,67.10273743,67.06748199,299.5246277,2.542250633,9.044311523,101.0503159,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497623138,-1.25734E-05,294.5330795,293.8765453,0.406760092,-0.023881724,2.555299444,25.2873969,9.002675521,21.05481243,2.504351657,-0.001367594,1.645576239,0.858775418,-0.000854728,-393.3046692,-1228.552737,63.63749325,3.655486117,-0.5838726,0,2.211758051,0,#DIV/0!,#DIV/0!
461,17:57:14,wheat,1,1082.000128,0,-3.31308189,-0.001340802,-3921.105054,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.046270757,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012329438,0.90976939,21.38309288,2,4.644859791,1,9.289719582,20.72688484,21.38309288,20.02414322,0.926556587,3.138807774,16.29237747,16.28427887,67.09927368,67.06481934,299.5248108,2.541134596,9.039908409,101.050354,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497624054,-1.23294E-05,294.5330929,293.8768848,0.406581526,-0.023909912,2.555301534,25.28740804,9.003129168,21.05498886,2.504378798,-0.001340996,1.645532144,0.858846654,-0.000838105,-396.2290538,-1249.233893,63.63578907,3.620271236,-0.582361284,0,2.210787098,0,#DIV/0!,#DIV/0!
462,17:57:15,wheat,1,1083.000128,0,-3.269315384,-0.001366999,-3795.080441,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.027449228,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012570468,0.90977714,21.3828392,2,4.644859791,1,9.289719582,20.72717667,21.3828392,20.02379417,0.923043728,3.106067181,16.29206848,16.28381157,67.09690094,67.06239319,299.5253601,2.538722515,9.032335281,101.0503387,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497626801,-1.25705E-05,294.5328392,293.8771767,0.406195593,-0.023847839,2.555261815,25.28701879,9.003207224,21.05500793,2.504381733,-0.0013672,1.645484675,0.858897057,-0.000854482,-383.4941642,-1221.82819,63.63482738,3.58117041,-0.580933875,0,2.208688588,0,#DIV/0!,#DIV/0!
463,17:57:17,wheat,1,1084.500127,0,-3.229731193,-0.001368928,-3743.834726,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.010503707,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012587925,0.909757185,21.38245201,2,4.644859791,1,9.289719582,20.72746468,21.38245201,20.02349472,0.920699656,3.077284813,16.29167747,16.28340912,67.09437561,67.05953979,299.5263062,2.536269188,9.031464577,101.0503387,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497631531,-1.25879E-05,294.532452,293.8774647,0.405803061,-0.023818043,2.555201192,25.28641887,9.003009748,21.05495834,2.504374103,-0.00136913,1.645444007,0.858930096,-0.000855688,-378.3157673,-1216.603257,63.63477332,3.546635591,-0.579487819,0,2.206554193,0,#DIV/0!,#DIV/0!
464,17:57:18,wheat,1,1085.500127,0,-3.195677722,-0.001350598,-3754.675101,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.998150233,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012419565,0.909773093,21.38243675,2,4.644859791,1,9.289719582,20.72771835,21.38243675,20.02326584,0.918426335,3.052262068,16.29138947,16.28323174,67.09166718,67.0572052,299.5278015,2.528444529,9.032588005,101.0503159,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497639008,-1.24196E-05,294.5324368,293.8777184,0.404551116,-0.023839978,2.555198803,25.28640095,9.003169216,21.05507755,2.504392443,-0.001350794,1.64542571,0.858966732,-0.000844229,-379.4111049,-1230.128678,63.63417882,3.516664129,-0.578259169,0,2.19974674,0,#DIV/0!,#DIV/0!
465,17:57:19,wheat,1,1086.500127,0,-3.165571498,-0.001328763,-3780.467722,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.986441066,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012219251,0.90980953,21.3826561,2,4.644859791,1,9.289719582,20.72794914,21.3826561,20.02305984,0.916806161,3.030530453,16.29124451,16.28321838,67.0897522,67.05552673,299.5289917,2.523376942,9.037920952,101.0502701,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497644958,-1.22193E-05,294.5326561,293.8779491,0.403740302,-0.023876451,2.555233146,25.28675227,9.003533881,21.05530262,2.504427067,-0.001328953,1.645423615,0.859003451,-0.000830579,-382.0172844,-1247.460727,63.63329032,3.49055742,-0.577087571,0,2.195337939,0,#DIV/0!,#DIV/0!
466,17:57:20,wheat,1,1087.500127,0,-3.137571031,-0.00127441,-3906.976577,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.975473294,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.01171985,0.90984763,21.38305664,2,4.644859791,1,9.289719582,20.72820282,21.38305664,20.02275658,0.915193141,3.010210752,16.29116249,16.28346443,67.08778381,67.05438232,299.530304,2.518754959,9.049001694,101.0502548,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49765152,-1.17198E-05,294.5330566,293.8782028,0.403000784,-0.023969777,2.55529586,25.2873767,9.003912273,21.05562973,2.50447739,-0.001274585,1.64544823,0.85902916,-0.0007966,-394.8009787,-1297.907987,63.63285665,3.466168637,-0.576003734,0,2.191316814,0,#DIV/0!,#DIV/0!
467,17:57:21,wheat,1,1089.000127,0,-3.11032,-0.001276263,-3867.408068,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.964108953,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011737349,0.909882003,21.38337517,2,4.644859791,1,9.289719582,20.72839737,21.38337517,20.02230072,0.91128391,2.988092422,16.29133224,16.28362274,67.08609009,67.05332184,299.532196,2.515955448,9.054020882,101.0502243,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49766098,-1.17373E-05,294.5333752,293.8783974,0.402552863,-0.023973811,2.555345733,25.28787789,9.004255152,21.05588627,2.504516858,-0.001276439,1.645463731,0.859053127,-0.000797758,-390.8024527,-1294.273242,63.63217305,3.440090135,-0.575323357,0,2.18888124,0,#DIV/0!,#DIV/0!
468,17:57:22,wheat,1,1090.000127,0,-3.082691839,-0.00127217,-3845.393122,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.953642404,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011699665,0.909878707,21.3835392,2,4.644859791,1,9.289719582,20.7285099,21.3835392,20.0218029,0.907576323,2.965925932,16.29159546,16.28391075,67.08517456,67.05262756,299.5338135,2.510268688,9.057031631,101.0502167,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497669067,-1.16997E-05,294.5335392,293.8785099,0.401642981,-0.023985847,2.555371417,25.28813397,9.004223219,21.05602455,2.504538132,-0.001272345,1.64549271,0.859045422,-0.0007952,-388.5778082,-1296.523652,63.63267622,3.413908667,-0.57459045,0,2.183933759,0,#DIV/0!,#DIV/0!
Remark=,"""17:57:23 LCF Lamp: Off""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:57:23 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:57:23 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:57:24 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:57:55 Launched AutoProg /User/Configs/AutoProgs/AutoLog2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:58:11 LCF Lamp: Off""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:58:11 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:58:11 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:58:11 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,17:58:13,wheat,1,1140.500131,0,-2.782283945,-0.00152591,-2892.936142,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.811631299,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.014034019,0.909895904,21.38545799,2,4.644859791,1,9.289719582,20.73470306,21.38545799,20.02508163,0.909740686,2.767561674,16.29606247,16.28684425,67.06598663,67.02869415,299.5253906,2.524055243,9.008001328,101.049408,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497626953,-1.4034E-05,294.535458,293.8847031,0.40384883,-0.023405311,2.555671873,25.29130972,9.004465462,21.06008053,2.5051622,-0.001526161,1.645775969,0.859386231,-0.000953828,-292.3294845,-1045.301418,63.63515762,3.171888553,-0.558188204,0,2.195928061,0,#DIV/0!,#DIV/0!
470,17:58:14,wheat,1,1141.500131,0,-2.759682183,-0.001611652,-2716.60285,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.800789791,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.014823949,0.909969116,21.38577461,2,4.644859791,1,9.289719582,20.73721504,21.38577461,20.03053665,0.910961688,2.753679514,16.29636955,16.28663254,67.06227875,67.02355194,299.5274658,2.525785446,9.001987457,101.0492706,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497637329,-1.48239E-05,294.5357746,293.887215,0.404125662,-0.02317923,2.555721455,25.29183475,9.005202213,21.06149483,2.505379842,-0.001611932,1.645752339,0.859627503,-0.001007432,-274.5107365,-986.535592,63.63259565,3.154721861,-0.55664413,0,2.197433338,0,#DIV/0!,#DIV/0!
471,17:58:15,wheat,1,1142.500131,0,-2.97994801,-0.001627652,-2904.631798,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.900304528,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.014971591,0.909995381,21.38572121,2,4.644859791,1,9.289719582,20.73975182,21.38572121,20.03576851,0.910826981,2.900681496,16.29614258,16.28630829,67.05735779,67.01752472,299.5185242,2.527813911,8.997398376,101.0491562,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497592621,-1.49716E-05,294.5357212,293.8897518,0.404450217,-0.023044693,2.555713091,25.29178063,9.005472343,21.06273651,2.505570934,-0.001627938,1.64571771,0.859853224,-0.001017435,-293.5105922,-1001.361853,63.63137129,3.333733299,-0.568786286,0,2.199198103,0,#DIV/0!,#DIV/0!
472,17:58:16,wheat,1,1144.000131,0,-3.604995979,-0.001703298,-3357.833851,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.184849726,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.015668594,0.91005693,21.3856678,2,4.644859791,1,9.289719582,20.74242401,21.3856678,20.04054832,0.913244009,3.320454359,16.29592323,16.28563118,67.05058289,67.00969696,299.520813,2.527112246,8.986171722,101.0490646,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497604065,-1.56686E-05,294.5356678,293.892424,0.40433795,-0.022813486,2.555704728,25.29172078,9.006089604,21.06404591,2.505772461,-0.00170361,1.645647798,0.860124663,-0.001064728,-339.3059698,-1011.257342,63.62850988,3.844339341,-0.59667085,0,2.198587654,0,#DIV/0!,#DIV/0!
473,17:58:17,wheat,1,1145.000131,0,-4.596855224,-0.001811422,-4026.069829,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.638173843,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.016664591,0.910120616,21.38554955,2,4.644859791,1,9.289719582,20.74510574,21.38554955,20.04448128,0.9137097,3.983222008,16.29577255,16.28482628,67.04424286,67.0010376,299.5213013,2.523734808,8.970417976,101.0490112,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497606506,-1.66646E-05,294.5355495,293.8951057,0.40379756,-0.022530346,2.55568621,25.29155089,9.006724611,21.06532764,2.505969744,-0.001811776,1.645565594,0.860404151,-0.001132328,-406.8303753,-1010.757076,63.62529569,4.651245891,-0.628812752,0,2.195649283,0,#DIV/0!,#DIV/0!
474,17:58:19,wheat,1,1146.500131,0,-5.807035711,-0.001897742,-4854.613194,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.190060085,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017460327,0.910196638,21.38557434,2,4.644859791,1,9.289719582,20.74774551,21.38557434,20.04710579,0.915471077,4.79304409,16.29558372,16.28411484,67.03709412,66.99279785,299.523407,2.522911787,8.962085724,101.048996,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497617035,-1.74603E-05,294.5355743,293.8977455,0.403665877,-0.022287202,2.555690093,25.29159313,9.007478297,21.06665993,2.506174822,-0.00189813,1.645493455,0.860681368,-0.001186296,-490.5537891,-1012.845512,63.62198695,5.636933741,-0.65541865,0,2.194933255,0,#DIV/0!,#DIV/0!
475,17:58:20,wheat,1,1147.500131,0,-6.923813601,-0.001908032,-5757.143191,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.725160126,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017556095,0.910251998,21.3858242,2,4.644859791,1,9.289719582,20.75022697,21.3858242,20.0483532,0.918551564,5.541851044,16.29549217,16.28396034,67.029953,66.9863205,299.5224915,2.498561859,8.954532623,101.0489578,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497612457,-1.75561E-05,294.5358242,293.900227,0.399769889,-0.022192634,2.55572922,25.2919899,9.008029554,21.06802559,2.506385053,-0.001908424,1.645477222,0.860907831,-0.00119273,-581.7533195,-1038.848418,63.62028652,6.548033015,-0.672713476,0,2.173748817,0,#DIV/0!,#DIV/0!
476,17:58:21,wheat,1,1149.000131,0,-7.915043751,-0.001921507,-6535.269369,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.177796682,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017680939,0.910294448,21.38599777,2,4.644859791,1,9.289719582,20.75247192,21.38599777,20.04833412,0.921083093,6.206268787,16.29542923,16.28381538,67.0242691,66.98022461,299.5222473,2.501206636,8.95218277,101.0489197,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497611237,-1.76809E-05,294.5359978,293.9024719,0.400193053,-0.022083321,2.555756401,25.29226843,9.008453044,21.06923485,2.506571221,-0.001921905,1.645461953,0.861109268,-0.001201155,-660.3819095,-1053.011011,63.6189216,7.356498239,-0.684492175,0,2.176049774,0,#DIV/0!,#DIV/0!
477,17:58:22,wheat,1,1150.000131,0,-8.789043665,-0.001934625,-7207.745708,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.586103499,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017802913,0.910357515,21.38618088,2,4.644859791,1,9.289719582,20.75450325,21.38618088,20.04755592,0.923624098,6.792406082,16.29518127,16.28348732,67.01809692,66.97425842,299.5226135,2.496560335,8.955070496,101.0488434,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497613068,-1.78029E-05,294.5361809,293.9045033,0.399449645,-0.021988294,2.555785075,25.29257129,9.00908397,21.07034206,2.506741689,-0.001935027,1.64542756,0.861314129,-0.001209356,-728.3343672,-1061.147644,63.61675833,8.069646891,-0.692880958,0,2.172007492,0,#DIV/0!,#DIV/0!
478,17:58:24,wheat,1,1151.50013,0,-9.553516535,-0.001923686,-7879.344565,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.946021623,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017704205,0.910457988,21.38655853,2,4.644859791,1,9.289719582,20.75634193,21.38655853,20.0466671,0.92647922,7.305717945,16.2947197,16.28309059,67.01078796,66.96746826,299.5230713,2.491529226,8.953737259,101.0487671,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497615356,-1.77042E-05,294.5365585,293.9063419,0.398644667,-0.021946982,2.555844217,25.29317566,9.010085071,21.07145023,2.506912314,-0.001924085,1.645386229,0.861526085,-0.001202517,-796.1980538,-1078.517488,63.61362383,8.694053428,-0.699022397,0,2.167630427,0,#DIV/0!,#DIV/0!
479,17:58:25,wheat,1,1152.50013,0,-10.22884513,-0.00193445,-8389.386924,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.261410795,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.01780586,0.9105883,21.38712311,2,4.644859791,1,9.289719582,20.75794411,21.38712311,20.04566956,0.928672314,7.758841038,16.29438782,16.28269196,67.00435638,66.96077728,299.5235901,2.489285469,8.96180439,101.0486679,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49761795,-1.78059E-05,294.5371231,293.9079441,0.398285666,-0.021887932,2.555932632,25.29407547,9.011383515,21.07253361,2.507079131,-0.001934853,1.645344332,0.861734799,-0.001209247,-847.7363732,-1081.268051,63.6096233,9.245316578,-0.703764961,0,2.165678358,0,#DIV/0!,#DIV/0!
480,17:58:26,wheat,1,1154.00013,0,-10.81595704,-0.001927828,-8901.463614,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.536801425,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017747768,0.910734736,21.38784599,2,4.644859791,1,9.289719582,20.7593441,21.38784599,20.04442787,0.932072639,8.154280663,16.29403687,16.28237915,66.9979248,66.95438385,299.523407,2.48693037,8.970526695,101.0485687,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497617035,-1.77478E-05,294.537846,293.9093441,0.39790885,-0.021871024,2.556045844,25.29522067,9.012841518,21.07359505,2.50724258,-0.001928228,1.645311109,0.861931472,-0.001205107,-899.4801577,-1091.630762,63.60539375,9.72607644,-0.707328604,0,2.163629422,0,#DIV/0!,#DIV/0!
481,17:58:27,wheat,1,1155.00013,0,-11.32521959,-0.001929691,-9311.602448,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.759187822,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017768091,0.91089589,21.3886013,2,4.644859791,1,9.289719582,20.76052666,21.3886013,20.04296112,0.936088979,8.498348236,16.29364204,16.28197098,66.99278259,66.94794464,299.523468,2.493717194,8.979066849,101.0484695,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49761734,-1.77681E-05,294.5386013,293.9105267,0.398994742,-0.021845758,2.556164139,25.29641617,9.014445191,21.07456398,2.507391793,-0.001930092,1.645268248,0.862123544,-0.001206271,-940.9231763,-1095.695562,63.60061635,10.14415103,-0.710055424,0,2.169533958,0,#DIV/0!,#DIV/0!
482,17:58:28,wheat,1,1156.00013,0,-11.78375597,-0.001906289,-9807.700093,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.968503857,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017556117,0.911079178,21.38939857,2,4.644859791,1,9.289719582,20.76158714,21.38939857,20.0415802,0.939231694,8.807665825,16.29293823,16.2814064,66.98649597,66.94197845,299.5236511,2.494739294,8.990085602,101.0483856,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497618256,-1.75561E-05,294.5393986,293.9115871,0.399158278,-0.021870082,2.556289011,25.29767294,9.016266538,21.07549286,2.507534844,-0.00190668,1.645209833,0.862325012,-0.00119164,-991.052261,-1113.54135,63.59514947,10.52010401,-0.712340602,0,2.170423186,0,#DIV/0!,#DIV/0!
483,17:58:29,wheat,1,1157.00013,0,-12.20805157,-0.001900288,-10192.98002,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-5.151721531,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017503834,0.911233839,21.3900032,2,4.644859791,1,9.289719582,20.76251793,21.3900032,20.0406189,0.94202441,9.093777657,16.29232407,16.28082657,66.97979736,66.93569946,299.5235596,2.500682116,9.000638962,101.0483017,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497617798,-1.75038E-05,294.5400032,293.9125179,0.40010913,-0.021861771,2.556383714,25.29863116,9.017804588,21.07626057,2.50765308,-0.001900677,1.645149875,0.862503205,-0.001187888,-1029.98332,-1120.874119,63.59033491,10.8678753,-0.714320018,0,2.175593441,0,#DIV/0!,#DIV/0!
